age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,total_spending,saving_ratio,spending_level
0.9928147787866072,-1.2636510383224195,1.3128775766619205,-1.321126391940881,0.1956265020245567,-0.5268983322773728,0.10146030618607546,-1.3845460550080921,-1.3730515721936711,-0.6020957984285991,-0.1308857100464124,0.3263677416695916,-1.1316718532070988,-1.3821055349228057,-1.2718187055350947,0.7805317348261926,-1.2665256967664604,-2.211576022237107,1.1069102619232298,0.0031484626052172586
-1.2118679825439702,-0.012845245624624281,0.4204415974126744,1.3228234072163352,-0.7316290502102135,0.11401665499580547,-1.5271647259929757,0.24163016338814391,-1.6733440550323868,1.4731677789682394,1.6298687596020525,-1.4106789529681298,0.9380569824725807,0.3713677516444928,-0.552104360880935,-1.3956146446212268,-1.2665256967664604,-0.1118744094338167,-0.37552800881830967,1.2294746473373186
0.11094167425437625,-0.012845245624624281,0.4204415974126744,0.0008485076377269405,-0.7175797236612018,0.3822256442351246,-1.214190520520845,-0.9257320505320114,1.1216859775433512,-0.5559788300420027,-1.1818786880536356,0.4842810775457481,-1.572039690585754,0.9374496788040144,-1.41176316144007,0.7994547468213876,-0.15671296585411776,-0.6305258038314421,-0.13499828496855443,0.0031484626052172586
-1.6528045348100857,-1.2636510383224195,1.3128775766619205,0.0008485076377269405,-0.7386537134847193,-0.7463420507459066,-0.6438819683271843,0.39844001301920956,1.0061888687592297,-1.7089030397069127,-1.0726846124165215,0.9317021958615249,1.2463144686376395,-0.6089204636805324,-1.131874249630119,0.09930330299917443,-1.2665256967664604,-0.12023975450474614,-0.3798533927591283,1.2294746473373186
0.11094167425437625,-1.2636510383224195,0.4204415974126744,0.0008485076377269405,-0.09238469223018253,1.5107933392161559,0.4364586224136525,-1.2509672942112586,-1.2691041742879619,-1.6397275871270183,-1.3320205420546676,-0.2789667125223417,-0.2949729621876539,-1.3821055349228057,-0.9719377285958614,-1.6226907885635662,-1.2665256967664604,-3.119215962432951,1.285511375752988,0.0031484626052172586
-0.3299948780117392,-0.012845245624624281,-1.364430361085818,-1.321126391940881,0.03405924671092249,1.3679807605302847,-1.5943962219832852,0.8572540174952905,1.283381929841121,1.33481687380845,1.1657939381443174,1.1685721996757596,-1.4839661231100232,0.15045773128955756,-0.41215990497595945,0.4209945069174886,-0.15671296585411776,1.778693576596237,-0.3406854578870074,-1.2231777221268842
-1.2118679825439702,-0.012845245624624281,1.3128775766619205,1.3228234072163352,-1.809914862846859,0.48672265302966455,0.4944168086121953,-0.0836050802911033,-1.4308001265857317,0.4124775060765219,-0.8815949800515718,1.1948910889884523,1.290351252375505,0.4404021330054101,1.6470228033401084,-0.506233080847064,-1.2665256967664604,-0.0951437192919578,-2.3510760074985217,1.2294746473373186
1.4337513310527226,-0.012845245624624281,1.3128775766619205,0.0008485076377269405,1.579485167102206,-0.3597031182061089,1.2200532998179505,0.009319275045824478,-0.8648642935435369,-0.486803377462108,-0.04899015331857682,-1.279084506404666,-0.4270833134012505,-1.326878029834072,0.5074750909710223,0.11822631499436938,-0.15671296585411776,-0.9233128813139726,1.2656064168768466,0.0031484626052172586
0.11094167425437625,-1.2636510383224195,0.4204415974126744,-1.321126391940881,0.03405924671092249,-0.09149412896678973,-1.1202982588792056,0.7643296621583627,1.2371830863274726,-1.4091427451940362,1.5343239434195777,-0.9632578346523532,1.1582409011619084,0.6751190296325288,0.34753856993676463,0.23176438696553908,-0.15671296585411776,1.4984545167201009,-0.24450247935714264,-1.2231777221268842
-0.7709314302778547,-1.2636510383224195,-1.364430361085818,-1.321126391940881,-0.46117951414173886,0.44144061588536393,-1.6326486248743235,-1.036079722494613,-0.06793424293309923,-0.9940900297146685,0.3331891114113225,0.45796218823305535,1.4224616035891016,-1.023126751846036,-0.37217577471739505,-1.4713066926020064,-0.15671296585411776,-1.3541281524668387,0.398258445327743,0.0031484626052172586
